# Logfile created on 2026-08-08 22:48:43 +0200 by logger.rb/v1.5.3
2026-08-08 22:48:43 +0200: Memory Usage (454596K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/spi-slave-ihp/flow/runs/RUN_2026-08-08_22-27-58/final/klayout_gds/spi_slave.klayout.gds
2026-08-08 22:48:43 +0200: Memory Usage (454596K) : Ruby Version for klayout: 3.2.3
2026-08-08 22:48:43 +0200: Memory Usage (455928K) : Loading database to memory is complete.
2026-08-08 22:48:43 +0200: Memory Usage (455928K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/spi-slave-ihp/signoff/drc_noring/spi_slave.klayout_spi_slave_cont.lyrdb
2026-08-08 22:48:43 +0200: Memory Usage (456116K) : Evaluate switches.
2026-08-08 22:48:43 +0200: Memory Usage (456116K) : tables selected: cont
2026-08-08 22:48:43 +0200: Memory Usage (456116K) : KLayout will use 8 thread(s) in tiling mode.
2026-08-08 22:48:43 +0200: Memory Usage (456116K) : deep mode is enabled.
2026-08-08 22:48:43 +0200: Memory Usage (457692K) : activ_iopc has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (457820K) : activ_noqrc has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (457820K) : biwind_drw has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (457948K) : biwind_opc has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (457948K) : pemwind_drw has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (457948K) : gatpoly_drw has 8374 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458076K) : gatpoly_pin has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458204K) : gatpoly_filler has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458332K) : gatpoly_nofill has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458332K) : gatpoly_opc has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458332K) : gatpoly_iopc has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458332K) : gatpoly_noqrc has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458332K) : cont_drw has 54393 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458332K) : cont_opc has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458332K) : nsd_drw has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458332K) : nsd_block has 0 polygons
2026-08-08 22:48:43 +0200: Memory Usage (458332K) : metal1_drw has 15531 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458332K) : metal1_pin has 5535 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458332K) : metal1_mask has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458332K) : metal1_filler has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458332K) : metal1_nofill has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458332K) : metal1_slit has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : metal1_text has 5454 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : metal1_opc has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : metal1_noqrc has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : metal1_res has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : metal1_iprobe has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : metal1_diffprb has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : passiv_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : passiv_pin has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : passiv_sbump has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : passiv_pillar has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : passiv_pdl has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : metal2_drw has 7663 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458604K) : metal2_pin has 19 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : metal2_mask has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : metal2_filler has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : metal2_nofill has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : metal2_slit has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : metal2_text has 19 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : metal2_opc has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : metal2_noqrc has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : metal2_res has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : metal2_iprobe has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : metal2_diffprb has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : baspoly_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : baspoly_pin has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : psd_drw has 3352 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : nldb_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : digibnd_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : via1_drw has 2532 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_pin has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_mask has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_filler has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_nofill has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_slit has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_text has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_opc has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_noqrc has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_res has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_iprobe has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backmetal1_diffprb has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458732K) : backpassiv_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : res_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : sram_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : trans_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : ind_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : ind_pin has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : ind_text has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : salblock_drw has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : via2_drw has 2276 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : metal3_drw has 3581 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : metal3_pin has 11 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : metal3_mask has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : metal3_filler has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : metal3_nofill has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (458860K) : metal3_slit has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (459116K) : metal3_text has 11 polygons
2026-08-08 22:48:44 +0200: Memory Usage (459116K) : metal3_opc has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (459116K) : metal3_noqrc has 0 polygons
2026-08-08 22:48:44 +0200: Memory Usage (459116K) : metal3_res has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal3_iprobe has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal3_diffprb has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : nwell_drw has 1666 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : nwell_pin has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : nbulay_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : nbulay_pin has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : nbulay_block has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : emwind_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : emwind_opc has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : deepco_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : deepco_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : mim_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : edgeseal_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : edgeseal_bound has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : substrate_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : substrate_text has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : dfpad_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : dfpad_pillar has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : dfpad_sbump has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : thickgateox_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : pldb_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : pwell_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : pwell_pin has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : pwell_block has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : ic_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : via3_drw has 512 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_drw has 385 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_pin has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_mask has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_filler has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_nofill has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_slit has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_text has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_opc has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_noqrc has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_res has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_iprobe has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal4_diffprb has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : heattrans_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : heatres_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : pempoly_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : fbe_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : empoly_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : ldmos_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : pbiwind_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : digisub_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : nodrc_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : text_drw has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : via4_drw has 410 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_drw has 268 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_pin has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_mask has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_filler has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_nofill has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_slit has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_text has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_opc has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_noqrc has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_res has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_iprobe has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : metal5_diffprb has 0 polygons
2026-08-08 22:48:45 +0200: Memory Usage (459116K) : radhard_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : memcap_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : varicap_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : flash_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : intbondvia_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : intbondmet_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : devbondvia_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : devbondmet_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : devtrench_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : redist_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphbot_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphtop_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : antvia1_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : antmetal2_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphcont_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : siwg_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : siwg_filler has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : siwg_nofill has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : sigrating_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : singrating_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphpas_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : emwind3_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : emwihv3_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : redbulay_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : smos_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphpad_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : polimide_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : polimide_pin has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_pin has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_esd has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_diode has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_tsv has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_iprobe has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_diffprb has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_pillar has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_sbump has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_otp has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_pdiode has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_mom has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : recog_pcm has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : colopen_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphmetal1_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphmetal1_filler has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphmetal1_nofill has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphmetal1_slit has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphmetal1_opc has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphmet1l_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphmet1l_filler has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphmet1l_nofill has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphmet1l_slit has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphmet1l_opc has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : extblock_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : nldd_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : pldd_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : next_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : pext_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : nexthv_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : pexthv_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : graphgate_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : sinwg_drw has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : sinwg_filler has 0 polygons
2026-08-08 22:48:46 +0200: Memory Usage (459116K) : sinwg_nofill has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : mempad_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topvia1_drw has 156 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_drw has 94 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_pin has 4 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_mask has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_filler has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_nofill has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_slit has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_text has 2 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_noqrc has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_res has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_iprobe has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal1_diffprb has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : inldpwl_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : polyres_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : polyres_pin has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : vmim_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : nbulaycut_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : antmetal1_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topvia2_drw has 8 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_drw has 16 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_pin has 4 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_mask has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_filler has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_nofill has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_slit has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_text has 2 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_noqrc has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_res has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_iprobe has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : topmetal2_diffprb has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : snsring_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : sensor_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : snsarms_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : snscmosvia_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : colwind_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : flm_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : hafniumox_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : memvia_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : thinfilmres_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : rfmem_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m2m3 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m2m4 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m2m5 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m2tm1 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m2tm2 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m3m4 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m3m5 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m3tm1 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m3tm2 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m4m5 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m4tm1 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m4tm2 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m5tm1 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m5tm2 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_tm1tm2 has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m1sub has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m2sub has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m3sub has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m4sub has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_m5sub has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_tm1sub has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : norcx_tm2sub has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : snsbotvia_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : snstopvia_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : deepvia_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : fgetch_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : ctrgat_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : fgimp_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : emwihv_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : lbe_drw has 0 polygons
2026-08-08 22:48:47 +0200: Memory Usage (459116K) : alcustop_drw has 0 polygons
